Review;words
Me pareció muy simple y limitado en su oferta de productos. No se veía limpio.Lo que ahí se veía se encuentra en cualquier parte del país.;['parecer', 'simple', 'limitado', 'oferta', 'producto', 'ver', 'limpio', 'ahí', 'ver', 'encontrar', 'cualquiera', 'parte', 'país']
Un hotel agradable con una buena ubicación para recorrer el Centro Histórico de Puebla sin tener que usar el vehículo. Le hace falta un servicio de café de cortesía y la alberca es muy pequeña, pero nos funcionó muy bien para conocer algunos museos, iglesias y sitios de interés sin tener que hacer uso del vehículo.;['hotel', 'agradable', 'buen', 'ubicación', 'recorrer', 'centro', 'histórico', 'puebla', 'tener', 'usar', 'vehículo', 'hacer', 'falta', 'servicio', 'café', 'cortesía', 'alberca', 'ser', 'pequeño', 'funcionar', 'bien', 'conocer', 'alguno', 'museo', 'iglesia', 'sitio', 'interés', 'tener', 'hacer', 'uso', 'vehículo']
Está bueno para visitar la iglesia perooo lo que vale mucho la pena son los restaurantes con la vista, me faltó probar la comida pero simplemente la vista vale la pena.Es un mirador natural y hay varias cosas para pasar la mañana.Es necesario llevar algo para el frío, incluso junta a la taquilla hay vendedores de bufandas y gorritos. Los necesitara! ⛄️;['buen', 'visitar', 'iglesia', 'peroer', 'valer', 'pena', 'ser', 'restaurante', 'vista', 'faltar', 'probar', 'comida', 'simplemente', 'vista', 'valer', 'pena', 'ser', 'mirador', 'natural', 'haber', 'varios', 'cosa', 'pasar', 'mañana', 'ser', 'necesario', 'llevar', 'frío', 'incluso', 'junto', 'taquilla', 'haber', 'vendedor', 'bufanda', 'gorrito', 'necesitar']
Hotel Meliá Habana es un hotel muy lujoso. Las habitaciones son espaciosas y están bien amuebladas con un cómodo baño. La piscina está muy bien y tiene un bar en la piscina. Hay un montón de tumbonas en el sol o en la sombra. El desayuno tiene una amplia variedad de elegantes opciones. Es una lástima para un hotel que la mayoría del personal es arrogante y muestran poco interés por sus huéspedes. Sólo los hombres del mantenimiento y las señoras de la limpieza era muy amable. Llegamos al hotel después de un largo viaje. Queríamos tomar un baño y cambiar nuestra ropa. Pero después flotan media hora nuestro equipaje no había traído a nuestra habitación y todavía estaba en el vestíbulo del hotel en el tranvía. Fui hasta el conserje y le preguntó si el equipaje podría ser llevados a…;['hotel', 'meliá', 'habana', 'ser', 'hotel', 'lujoso', 'habitación', 'ser', 'espacioso', 'bien', 'amueblado', 'cómodo', 'baño', 'piscina', 'bien', 'tener', 'bar', 'piscina', 'haber', 'montón', 'tumbona', 'sol', 'sombra', 'desayuno', 'tener', 'amplio', 'variedad', 'elegante', 'opción', 'ser', 'lástima', 'hotel', 'mayoría', 'personal', 'ser', 'arrogante', 'mostrar', 'interés', 'huésped', 'sólo', 'hombre', 'mantenimiento', 'señora', 'limpieza', 'ser', 'amable', 'llegar', 'hotel', 'después', 'largo', 'viaje', 'querer', 'tomar', 'baño', 'cambiar', 'ropa', 'después', 'flotar', 'medio', 'hora', 'equipaje', 'haber', 'traer', 'habitación', 'todavía', 'vestíbulo', 'hotel', 'tranvía', 'ser', 'conserje', 'preguntar', 'si', 'equipaje', 'poder', 'ser', 'llevar']
Primeramente me encantó el servicio, el personal esta realmente capacitado, me hospedé en las habitaciones más nuevas del hotel, pero el área de cabañas tiene una vista espectacular hacia el Popocateptl, tiene lugares realmente relajantes, el área donde sirven el desayuno es muy agradable. Puede ser un hotel familiar y bussines class. Sin dudarlo regresaría.;['primeramente', 'encantar', 'servicio', 'personal', 'realmente', 'capacitado', 'hospedar', 'habitación', 'nuevo', 'hotel', 'área', 'cabaña', 'tener', 'vista', 'espectacular', 'hacia', 'popocateptl', 'tener', 'lugar', 'realmente', 'relajante', 'área', 'servir', 'desayuno', 'ser', 'agradable', 'poder', 'ser', 'hotel', 'familiar', 'bussíne', 'class', 'dudar', 'regresar']
Paseo del Prado es una zona de paseo de la isla que lleva desde el Malecón hasta casi el Capitolo. Te puedes imaginar señoras y señores bien adobada, sin ensamblar paseos. por esta pasarela mostrando sus mejores armario la sombra de su sombrilla en la soleada tarde de primavera;['paseo', 'prado', 'ser', 'zona', 'paseo', 'isla', 'llevar', 'malecón', 'casi', 'capitolo', 'poder', 'imaginar', 'señora', 'señor', 'bien', 'adobado', 'ensamblar', 'paseo', 'pasarela', 'mostrar', 'mejor', 'armario', 'sombra', 'sombrilla', 'soleado', 'tarde', 'primavera']
El paseo es muy bonito, pasas por abajo y por arriba de avenidas, lo q mas me impresiono fue la limpieza del agua, parece una alberca, es divertido y un paseo muy lindo! No se lo pierdan!!!;['paseo', 'ser', 'bonito', 'pasar', 'abajo', 'arriba', 'avenida', 'q', 'mas', 'impresionar', 'ser', 'limpieza', 'agua', 'parecer', 'alberca', 'ser', 'divertido', 'paseo', 'lindo', 'perder']
Todos los días que estuve tuve que bajar 2 y hasta tres veces porque no funcionan las llaves para abrir la habitación.  Además, había varios huéspedes sin cubrebocas y no respetan el número de personas en el elevador.  No volveremos a este hotel.;['día', 'tener', 'bajar', 'dos', 'tres', 'vez', 'funcionar', 'llave', 'abrir', 'habitación', 'además', 'haber', 'varios', 'huésped', 'cubreboca', 'respetar', 'número', 'persona', 'elevador', 'volver', 'hotel']
Un hotel un poco antiguo, pero que cumple muy bien con lo que promete. Tiene un rico bar y piscina, además hay shows en las noches super buenos para pasar un buen momento. La gente del hotel es encantadora, lo que si es que el aire acondicionado suena demasiado, y diria por que hay habitaciones muy viejas. Muy limpio todo. Queda lejos de el centro de la ciudad eso si.;['hotel', 'antiguo', 'cumplir', 'bien', 'prometer', 'tener', 'rico', 'bar', 'piscina', 'además', 'haber', 'show', 'noche', 'super', 'buen', 'pasar', 'buen', 'momento', 'gente', 'hotel', 'ser', 'encantador', 'si', 'ser', 'aire', 'acondicionado', 'sonar', 'demasiado', 'decir', 'haber', 'habitación', 'viejo', 'limpio', 'quedar', 'lejos', 'centro', 'ciudad', 'si']
El hotel en su generalidad está adecuado, limpio y habitaciones espaciosas, buen restaurante, y excelente ubicación, a pocos minutos de la zona centro y enfrente del parque Fundidora y Cintermex. Solo falta cuidar un poco el área de alberca.;['hotel', 'generalidad', 'adecuado', 'limpio', 'habitación', 'espacioso', 'buen', 'restaurante', 'excelente', 'ubicación', 'minuto', 'zona', 'centro', 'enfrente', 'parque', 'fundidora', 'cintermex', 'solo', 'faltar', 'cuidar', 'área', 'alberca']
Estuve en este hotel hace unos dias,aparte de la excelente ubicación en el centro de la Habana Vieja no se lo recomiendo a nadie, Las habitaciones sucias, al igual que otros españoles comentamos que las colchas muy sucias o gastadas y las toallas con roturas u oxido como las mias daban asco, el desayuno pesimo ,comprendiendo que estabamos en Cuba  y hay carencias pero no pago por suciedad, como contrapartida diré que tiene una piscina que para despues de callejear no está mal ,a ese hotel no volveré;['hotel', 'hacer', 'dia', 'aparte', 'excelente', 'ubicación', 'centro', 'habana', 'vieja', 'recomer', 'nadie', 'habitación', 'sucio', 'igual', 'español', 'comentar', 'colcha', 'sucio', 'gastado', 'toalla', 'rotura', 'u', 'oxido', 'mia', 'dar', 'asco', 'desayuno', 'pesimo', 'comprender', 'cuba', 'haber', 'carencia', 'pago', 'suciedad', 'contrapartida', 'decir', 'tener', 'piscina', 'despue', 'callejear', 'mal', 'hotel', 'volver', 'é']
tienen una buena variedad en el menú. son muy rápidos para atenderte y la comida y salsas tienen muy buen sabor.;['tener', 'buen', 'variedad', 'menú', 'ser', 'rápido', 'atender', 'comida', 'salsa', 'tener', 'buen', 'sabor']
"Almorzamos allí durante la semana. No estaba muy lleno. El servicio estaba bien, la comida es regular, y mojitos fueron nada especial. Teníamos un buen almuerzo, pero esperaba más del lugar.
P. S. es bastante calor dentro.";['almorzar', 'allí', 'semana', 'lleno', 'servicio', 'bien', 'comida', 'ser', 'regular', 'mojito', 'ser', 'especial', 'tener', 'buen', 'almuerzo', 'esperar', 'lugar', 'p', 's', 'ser', 'bastante', 'calor', 'dentro']
hay mucho olor en las habitaciones a algun producto quimico, el aire no funciona bien y hace ruido, y lo peor, encontre y mate una cucaracha en el baño.En general le falta una adecuación a todo el hotel de forma urgente, considerando el precio de las habitaciones;['haber', 'olor', 'habitación', 'alguno', 'producto', 'quimico', 'aire', 'funcionar', 'bien', 'hacer', 'ruido', 'peor', 'encontrar', 'matar', 'cucaracha', 'baño', 'general', 'faltar', 'adecuación', 'hotel', 'forma', 'urgente', 'considerar', 'precio', 'habitación']
El ambiente era muy relajado y agradable. De las cuatro platos, sólo uno, la crema de sopa de alubias era muy bueno. Pero los rillenos no eran muy sabroso. Los camarones de coco y el mango era overfried salsa no que vinos frescos. El salmón...en la ensalada de salmón ahumado estaba muy soso.Más;['ambiente', 'ser', 'relajado', 'agradable', 'cuatro', 'plato', 'sólo', 'crema', 'sopa', 'alubia', 'ser', 'buen', 'rilleno', 'ser', 'sabroso', 'camarón', 'coco', 'mango', 'ser', 'overfried', 'salsa', 'vino', 'fresco', 'salmón', 'ensalada', 'salmón', 'ahumado', 'soso']
Estuvimos en familia. Un hermoso lugar para descansar y nada mas. Sin actividades (a pesar de estar anunciadas en cartelera), shows muy pobres, comida poco variada, tardaron en resolver un tema con WiFi, y hasta que no nos quejamos duramente no nos daban información fehaciente y adecuada. Es una lastima que teniendo una infraestructura tan adecuada no la aprovechen con un buen servicio. No volvería.;['familia', 'hermoso', 'lugar', 'descansar', 'mas', 'actividad', 'pesar', 'anunciar', 'cartelera', 'show', 'pobre', 'comida', 'variado', 'tardar', 'resolver', 'tema', 'wifi', 'quejar', 'duramente', 'dar', 'información', 'fehaciente', 'adecuado', 'ser', 'lastima', 'tener', 'infraestructura', 'adecuado', 'aprovechar', 'buen', 'servicio', 'volver']
Buscando un restaurante para sentarse, nos encontramos con el recepcionista del lugar que nos convenció que se liberaría una mesa en la terraza y que el lugar era una casa de familia que hacia comida. La mesa no se libero. Cuando nos trajeron la carta...Más;['buscar', 'restaurante', 'sentar', 'encontrar', 'recepcionista', 'lugar', 'convencer', 'liberar', 'mesa', 'terraza', 'lugar', 'ser', 'casa', 'familia', 'hacia', 'comida', 'mesa', 'liberar', 'traer', 'carta']
son las palabras que describen no sólo de metro pero todo Medellín. muy acogedora y cálida ciudad. excelente transporte, clima y comida.;['ser', 'palabra', 'describir', 'sólo', 'metro', 'medellín', 'acogedor', 'cálido', 'ciudad', 'excelente', 'transporte', 'clima', 'comida']
Excelente restaurante, ofrece opciones a la carta o menú degustación con una cocina de muy buen gusto y con ingredientes locales preparados con maestría. Los visité con mi esposa para cenar y la experiencia fue muy placentera, desde la recepción hasta la despedida el servicio...fue muy bueno, los tiempos bastante cómodos y la visita fue hasta educativa en términos de gastronomía. Lo recomiendo ampliamente.Más;['excelente', 'restaurante', 'ofrecer', 'opción', 'carta', 'menú', 'degustación', 'cocina', 'buen', 'gusto', 'ingrediente', 'local', 'preparado', 'maestría', 'visitar', 'esposa', 'cenar', 'experiencia', 'ser', 'placentero', 'recepción', 'despedida', 'servicio', 'ser', 'buen', 'tiempo', 'bastante', 'cómodo', 'visita', 'ser', 'educativo', 'término', 'gastronomía', 'recomer', 'ampliamente', 'má', 's']
Vale la pena el mirador,de ahí en fuera esta normal. Subir por el funicular, vendimia, hay un hotel ahí. También te suben en un tour, cobran 120 por persona, recomiendo ir por su cuenta al Pípila por el funicular sale más barato.;['valer', 'pena', 'mirador', 'ahí', 'normal', 'subir', 'funicular', 'vendimia', 'haber', 'hotel', 'ahí', 'subir', 'tour', 'cobrar', 'ciento veinte', 'persona', 'recomer', 'ir', 'cuenta', 'pípila', 'funicular', 'salir', 'barato']
Nuestra habitación tenía unas vistas estupendas del océano, y que era una ventaja memorable. Pero todos los demás recuerdos será malo: los manteles sucios, pésimo desayuno, cucarachas en los muebles por el ascensor, pelo sobre la alfombra y las sábanas, indiferente a grosero personal de recepción ... y además el increíblemente ruidoso fiestas en la piscina por las noches de miércoles a domingo. Por lo que quiero decir, en el piso 19, no daba a la piscina, con las ventanas cerradas y el aire acondicionado funcionando, siendo incapaces de dormir debido a la vibración amplificada base. Y por supuesto, la mañana siguiente la piscina era sembrados con latas de cerveza y colillas de cigarrillos. Nunca me alojaría aquí de nuevo.;['habitación', 'tener', 'vistas', 'estupendo', 'océano', 'ser', 'ventaja', 'memorable', 'demás', 'recuerdo', 'ser', 'malo', 'mantel', 'sucio', 'pésimo', 'desayuno', 'cucaracha', 'mueble', 'ascensor', 'pelo', 'alfombra', 'sábana', 'indiferente', 'grosero', 'personal', 'recepción', 'además', 'increíblemente', 'ruidoso', 'fiesta', 'piscina', 'noche', 'miércoles', 'domingo', 'querer', 'decir', 'piso', 'diecinueve', 'dar', 'piscina', 'ventana', 'cerrado', 'aire', 'acondicionado', 'funcionar', 'ser', 'incapaz', 'dormir', 'debido', 'vibración', 'amplificado', 'base', 'supuesto', 'mañana', 'siguiente', 'piscina', 'ser', 'sembrar', 'lata', 'cerveza', 'colilla', 'cigarrillo', 'nunca', 'alojar', 'aquí', 'nuevo']
Mientras te hospedes @ la Villa Del Palmar Flamencos que me fue la víctima de un robo de nuestra suite. ¡Y ropa de mujeres de efectivo eran robaron mientras estábamos sentados junto. ¡Numeroso personal del complejo tenía acceso a la habitación, que había encontrado con mantenimiento, gente de mantenimiento y la limpieza chicas (lo cual es de esperar), y alguien revisar el bar de honor. Yo reporté el incidente y era menos de w satisfechos/la respuesta del personal del resort. Si te seleccionar el complejo como tu destino de vacaciones ten cuidado con tu dinero y pertenencias personales y espero que no te victimized como yo...;['mientras', 'hospedir', 'villa', 'palmar', 'flamencos', 'ser', 'víctima', 'robo', 'suite', 'ropa', 'mujer', 'efectivo', 'ser', 'robar', 'mientras', 'sentado', 'junto', 'numeroso', 'personal', 'complejo', 'tener', 'acceso', 'habitación', 'haber', 'encontrar', 'mantenimiento', 'gente', 'mantenimiento', 'limpieza', 'chica', 'ser', 'esperar', 'alguien', 'revisar', 'bar', 'honor', 'reportar', 'incidente', 'ser', 'menos', 'w', 'satisfecho', 'respuesta', 'personal', 'resort', 'si', 'seleccionar', 'complejo', 'destino', 'vacaciones', 'tener', 'cuidado', 'dinero', 'pertenencia', 'personal', 'esperar', 'victimizer']
Este sitio es una reliquia de la historia habanera.Quien conoció esta plaza en los años 80-90 realmente no podia imaginar que pudiera recuperarse.Estaba totalmente destruido,lleno de basura y escombros.Ha sido grandioso el esfuerzo de la oficina del historiador y del estado cubano en general para restaurar esta hermosura donde vivieron en su epoca numerosas familias importantes de la habana.No dejen de visitar este sitio donde podran apreciar valores arquitectonicos unicos en Cuba;['sitio', 'ser', 'reliquia', 'historia', 'habanero', 'conocer', 'plaza', 'año', 'ochenta', 'noventa', 'realmente', 'poder', 'imaginar', 'poder', 'recuperar', 'totalmente', 'destruido', 'lleno', 'basura', 'escombro', 'haber', 'ser', 'grandioso', 'esfuerzo', 'oficina', 'historiador', 'cubano', 'general', 'restaurar', 'hermosura', 'vivir', 'epoca', 'numeroso', 'familia', 'importante', 'habana', 'dejar', 'visitar', 'sitio', 'poder', 'apreciar', 'valor', 'arquitectonico', 'unico', 'cuba']
Excelente opción para viaje familiar o de negocios, las personas que atienden tienen buena disposición de ayudarte. El hotel a pesar de que es antiguo, está arreglado para que sea cómodo y funcional. Muy buena opción;['excelente', 'opción', 'viaje', 'familiar', 'negocio', 'persona', 'atender', 'tener', 'buen', 'disposición', 'ayudar', 'hotel', 'pesar', 'ser', 'antiguo', 'arreglar', 'ser', 'cómodo', 'funcional', 'buen', 'opción']
